timestamp,latitude,longitude
1.00000000,55.75222000,37.61557596
2.00000000,55.75222000,37.61559192
3.00000000,55.75222000,37.61560789
4.00000000,55.75222001,37.61562385
5.00000000,55.75222001,37.61563981
6.00000000,55.75222001,37.61565577
7.00000000,55.75222002,37.61567174
8.00000000,55.75222004,37.61568770
9.00000000,55.75222006,37.61570366
10.00000000,55.75222008,37.61571962
11.00000000,55.75222011,37.61573558
12.00000000,55.75222014,37.61575155
13.00000000,55.75222018,37.61576751
14.00000000,55.75222021,37.61578347
15.00000000,55.75222025,37.61579943
16.00000000,55.75222028,37.61581539
17.00000000,55.75222031,37.61583136
18.00000000,55.75222035,37.61584732
19.00000000,55.75222038,37.61586328
20.00000000,55.75222041,37.61587924
21.00000000,55.75222044,37.61589521
22.00000000,55.75222046,37.61591117
23.00000000,55.75222048,37.61592713
24.00000000,55.75222051,37.61594309
25.00000000,55.75222054,37.61595905
26.00000000,55.75222056,37.61597502
27.00000000,55.75222059,37.61599098
28.00000000,55.75222062,37.61600694
29.00000000,55.75222065,37.61602290
30.00000000,55.75222067,37.61603887
31.00000000,55.75222070,37.61605483
32.00000000,55.75222071,37.61607079
33.00000000,55.75222073,37.61608675
34.00000000,55.75222074,37.61610271
35.00000000,55.75222075,37.61611868
36.00000000,55.75222077,37.61613464
37.00000000,55.75222079,37.61615060
38.00000000,55.75222081,37.61616656
39.00000000,55.75222082,37.61618252
40.00000000,55.75222084,37.61619849
41.00000000,55.75222086,37.61621445
42.00000000,55.75222088,37.61623041
43.00000000,55.75222089,37.61624637
44.00000000,55.75222091,37.61626234
45.00000000,55.75222093,37.61627830
46.00000000,55.75222094,37.61629426
47.00000000,55.75222095,37.61631022
48.00000000,55.75222095,37.61632618
49.00000000,55.75222095,37.61634215
50.00000000,55.75222094,37.61635811
51.00000000,55.75222094,37.61637407
52.00000000,55.75222093,37.61639003
53.00000000,55.75222092,37.61640600
54.00000000,55.75222089,37.61642196
55.00000000,55.75222088,37.61643792
56.00000000,55.75222086,37.61645388
57.00000000,55.75222085,37.61646984
58.00000000,55.75222084,37.61648581
59.00000000,55.75222083,37.61650177
60.00000000,55.75222084,37.61651773
61.00000000,55.75222084,37.61653369
62.00000000,55.75222085,37.61654966
63.00000000,55.75222086,37.61656562
64.00000000,55.75222087,37.61658158
65.00000000,55.75222087,37.61659754
66.00000000,55.75222086,37.61661350
67.00000000,55.75222086,37.61662947
68.00000000,55.75222085,37.61664543
69.00000000,55.75222083,37.61666139
70.00000000,55.75222082,37.61667735
71.00000000,55.75222081,37.61669332
72.00000000,55.75222080,37.61670928
73.00000000,55.75222078,37.61672524
74.00000000,55.75222076,37.61674120
75.00000000,55.75222074,37.61675716
76.00000000,55.75222073,37.61677313
77.00000000,55.75222073,37.61678909
