timestamp,latitude,longitude
1.00000000,55.75223320,37.61578729
2.00000000,55.75224040,37.61608564
3.00000000,55.75224820,37.61636131
4.00000000,55.75224019,37.61677672
5.00000000,55.75228467,37.61701728
6.00000000,55.75225608,37.61732746
7.00000000,55.75227716,37.61770133
8.00000000,55.75227341,37.61802080
9.00000000,55.75225893,37.61823372
10.00000000,55.75229906,37.61861656
11.00000000,55.75230977,37.61890758
12.00000000,55.75230040,37.61928036
13.00000000,55.75232343,37.61963166
14.00000000,55.75230675,37.61991609
15.00000000,55.75229852,37.62032191
16.00000000,55.75233408,37.62070938
17.00000000,55.75234099,37.62101092
18.00000000,55.75230003,37.62129967
19.00000000,55.75231299,37.62162665
20.00000000,55.75234859,37.62202190
21.00000000,55.75236147,37.62236621
22.00000000,55.75238104,37.62268242
23.00000000,55.75232725,37.62300236
24.00000000,55.75240164,37.62334250
25.00000000,55.75244112,37.62362123
26.00000000,55.75244183,37.62392584
27.00000000,55.75247722,37.62427792
28.00000000,55.75243438,37.62456368
29.00000000,55.75251573,37.62479868
30.00000000,55.75252342,37.62505542
31.00000000,55.75251644,37.62544789
32.00000000,55.75252965,37.62574133
33.00000000,55.75253912,37.62597784
34.00000000,55.75255293,37.62622629
35.00000000,55.75256398,37.62667233
36.00000000,55.75256081,37.62694190
37.00000000,55.75258018,37.62734889
38.00000000,55.75258233,37.62769169
39.00000000,55.75259874,37.62798351
40.00000000,55.75261506,37.62833118
41.00000000,55.75265077,37.62863091
42.00000000,55.75268007,37.62896943
43.00000000,55.75265841,37.62927261
44.00000000,55.75269954,37.62953567
45.00000000,55.75272215,37.62989965
46.00000000,55.75274956,37.63029762
47.00000000,55.75276223,37.63056758
48.00000000,55.75279912,37.63082726
49.00000000,55.75281599,37.63116710
50.00000000,55.75279173,37.63141279
51.00000000,55.75279563,37.63179767
52.00000000,55.75279958,37.63212913
53.00000000,55.75278552,37.63253850
54.00000000,55.75276615,37.63278393
55.00000000,55.75274367,37.63320214
56.00000000,55.75273073,37.63345527
57.00000000,55.75274530,37.63373676
58.00000000,55.75272863,37.63412176
59.00000000,55.75270789,37.63447557
60.00000000,55.75269405,37.63486133
61.00000000,55.75267681,37.63508661
62.00000000,55.75266664,37.63538283
63.00000000,55.75264348,37.63567604
64.00000000,55.75269228,37.63597368
65.00000000,55.75263156,37.63628032
66.00000000,55.75265634,37.63660619
67.00000000,55.75263795,37.63692297
68.00000000,55.75261699,37.63730801
69.00000000,55.75262020,37.63755138
70.00000000,55.75264816,37.63782995
71.00000000,55.75264561,37.63813239
72.00000000,55.75265478,37.63857262
73.00000000,55.75264785,37.63880756
74.00000000,55.75263188,37.63917582
75.00000000,55.75261308,37.63958661
76.00000000,55.75262442,37.63983219
77.00000000,55.75260969,37.64012633
78.00000000,55.75260302,37.64050713
79.00000000,55.75261434,37.64086969
80.00000000,55.75254710,37.64113377
81.00000000,55.75254187,37.64147869
82.00000000,55.75254017,37.64181630
83.00000000,55.75245471,37.64213522
84.00000000,55.75247745,37.64243399
85.00000000,55.75241497,37.64276894
86.00000000,55.75238904,37.64304180
87.00000000,55.75240322,37.64335308
88.00000000,55.75236035,37.64372621
89.00000000,55.75235954,37.64406140
90.00000000,55.75230597,37.64444089
91.00000000,55.75229980,37.64471587
92.00000000,55.75223059,37.64511918
93.00000000,55.75219506,37.64543088
94.00000000,55.75222655,37.64579319
95.00000000,55.75219116,37.64608776
96.00000000,55.75217898,37.64640456
97.00000000,55.75208673,37.64666019
98.00000000,55.75209187,37.64694732
99.00000000,55.75203691,37.64725115
100.00000000,55.75201650,37.64756073
101.00000000,55.75193889,37.64784355
102.00000000,55.75191314,37.64820687
103.00000000,55.75190804,37.64849790
104.00000000,55.75187534,37.64876800
105.00000000,55.75182260,37.64906013
106.00000000,55.75179507,37.64943379
107.00000000,55.75173200,37.64973018
108.00000000,55.75173242,37.64998049
109.00000000,55.75169975,37.65025336
110.00000000,55.75160318,37.65056006
111.00000000,55.75154302,37.65079460
112.00000000,55.75148446,37.65120601
113.00000000,55.75141754,37.65154170
114.00000000,55.75138464,37.65181682
115.00000000,55.75131784,37.65212450
116.00000000,55.75121322,37.65233814
117.00000000,55.75118628,37.65268027
118.00000000,55.75111132,37.65293782
119.00000000,55.75103272,37.65327140
120.00000000,55.75095935,37.65351675
121.00000000,55.75088419,37.65390038
122.00000000,55.75077470,37.65424111
123.00000000,55.75073129,37.65459606
124.00000000,55.75065492,37.65489448
125.00000000,55.75057989,37.65511947
126.00000000,55.75053733,37.65546679
127.00000000,55.75040985,37.65580293
128.00000000,55.75037028,37.65613846
129.00000000,55.75027833,37.65652919
130.00000000,55.75025067,37.65678304
131.00000000,55.75014952,37.65697944
132.00000000,55.75008903,37.65732914
133.00000000,55.75004603,37.65755764
134.00000000,55.74999841,37.65780153
135.00000000,55.74991613,37.65813721
136.00000000,55.74987229,37.65842250
137.00000000,55.74977882,37.65870208
138.00000000,55.74973156,37.65903596
139.00000000,55.74963369,37.65935506
140.00000000,55.74957237,37.65964437
141.00000000,55.74949949,37.65984070
142.00000000,55.74946280,37.66012340
143.00000000,55.74940980,37.66047204
144.00000000,55.74930012,37.66080734
145.00000000,55.74923097,37.66114116
146.00000000,55.74913088,37.66138420
147.00000000,55.74909461,37.66168635
148.00000000,55.74902947,37.66192420
149.00000000,55.74894826,37.66221708
150.00000000,55.74888918,37.66258597
151.00000000,55.74879084,37.66288435
152.00000000,55.74870168,37.66324767
153.00000000,55.74863844,37.66346286
154.00000000,55.74858874,37.66368357
155.00000000,55.74848749,37.66391796
156.00000000,55.74838399,37.66424115
157.00000000,55.74830667,37.66445722
158.00000000,55.74819328,37.66467473
159.00000000,55.74813659,37.66490733
160.00000000,55.74802597,37.66512654
161.00000000,55.74792456,37.66536560
162.00000000,55.74784125,37.66557413
163.00000000,55.74779801,37.66580184
164.00000000,55.74768671,37.66608601
165.00000000,55.74759247,37.66623194
166.00000000,55.74745867,37.66659328
167.00000000,55.74738237,37.66691105
168.00000000,55.74727362,37.66716876
169.00000000,55.74718937,37.66746839
170.00000000,55.74710708,37.66775533
171.00000000,55.74700913,37.66807643
172.00000000,55.74688448,37.66836303
173.00000000,55.74684324,37.66857084
174.00000000,55.74669570,37.66887623
175.00000000,55.74663025,37.66916382
176.00000000,55.74654348,37.66943475
177.00000000,55.74647582,37.66973093
178.00000000,55.74637847,37.67004230
179.00000000,55.74629161,37.67025734
180.00000000,55.74621066,37.67049603
181.00000000,55.74614341,37.67074483
182.00000000,55.74607828,37.67094835
183.00000000,55.74595635,37.67128458
184.00000000,55.74587723,37.67153180
185.00000000,55.74580368,37.67184036
186.00000000,55.74575843,37.67207596
187.00000000,55.74568015,37.67236132
188.00000000,55.74561445,37.67273308
189.00000000,55.74554480,37.67305796
190.00000000,55.74544311,37.67339015
191.00000000,55.74536278,37.67361280
192.00000000,55.74525623,37.67393753
193.00000000,55.74521176,37.67421804
194.00000000,55.74514157,37.67443859
195.00000000,55.74503210,37.67471242
196.00000000,55.74504108,37.67490230
197.00000000,55.74494938,37.67519687
198.00000000,55.74487899,37.67555992
199.00000000,55.74479047,37.67584560
200.00000000,55.74472720,37.67614139
201.00000000,55.74469886,37.67649896
202.00000000,55.74466116,37.67675901
203.00000000,55.74462248,37.67711219
204.00000000,55.74454205,37.67741282
205.00000000,55.74453654,37.67768879
206.00000000,55.74443328,37.67797775
207.00000000,55.74438121,37.67832634
208.00000000,55.74431288,37.67866939
209.00000000,55.74422458,37.67900601
210.00000000,55.74416815,37.67929124
211.00000000,55.74409897,37.67954901
212.00000000,55.74404528,37.67986632
213.00000000,55.74396282,37.68017144
214.00000000,55.74384452,37.68053297
215.00000000,55.74384699,37.68073153
216.00000000,55.74375013,37.68107700
217.00000000,55.74368672,37.68138511
218.00000000,55.74365642,37.68161472
219.00000000,55.74357313,37.68197334
220.00000000,55.74351341,37.68229463
221.00000000,55.74342749,37.68265816
222.00000000,55.74342245,37.68286957
223.00000000,55.74336551,37.68313872
224.00000000,55.74334658,37.68340943
225.00000000,55.74331485,37.68373751
226.00000000,55.74331783,37.68401885
227.00000000,55.74321593,37.68431828
228.00000000,55.74322816,37.68458900
229.00000000,55.74318963,37.68492893
230.00000000,55.74311382,37.68529475
231.00000000,55.74305893,37.68565549
232.00000000,55.74300269,37.68596600
233.00000000,55.74300311,37.68623025
234.00000000,55.74293202,37.68655095
235.00000000,55.74293247,37.68680837
236.00000000,55.74286404,37.68714651
237.00000000,55.74283437,37.68748918
238.00000000,55.74279534,37.68783618
239.00000000,55.74277053,37.68813401
240.00000000,55.74275133,37.68836039
241.00000000,55.74269773,37.68872229
242.00000000,55.74266358,37.68913147
243.00000000,55.74261665,37.68950403
244.00000000,55.74259028,37.68984819
245.00000000,55.74256424,37.69011916
246.00000000,55.74252253,37.69045378
247.00000000,55.74248905,37.69067273
248.00000000,55.74250066,37.69094978
249.00000000,55.74247756,37.69131186
250.00000000,55.74249115,37.69160825
251.00000000,55.74243215,37.69193303
252.00000000,55.74244318,37.69218256
253.00000000,55.74243006,37.69256133
254.00000000,55.74239356,37.69287208
255.00000000,55.74236692,37.69321094
256.00000000,55.74235445,37.69347691
257.00000000,55.74233037,37.69380915
258.00000000,55.74234929,37.69415610
259.00000000,55.74231932,37.69445780
260.00000000,55.74228959,37.69473116
261.00000000,55.74225767,37.69505142
262.00000000,55.74228679,37.69543687
263.00000000,55.74223377,37.69583378
264.00000000,55.74225216,37.69619346
265.00000000,55.74219519,37.69642477
266.00000000,55.74220144,37.69676809
267.00000000,55.74216878,37.69711172
268.00000000,55.74219642,37.69748381
269.00000000,55.74218819,37.69781277
270.00000000,55.74215690,37.69810998
271.00000000,55.74214940,37.69844157
272.00000000,55.74215053,37.69872502
273.00000000,55.74212888,37.69900983
274.00000000,55.74214045,37.69926781
275.00000000,55.74212917,37.69954815
276.00000000,55.74211092,37.69988512
277.00000000,55.74212939,37.70017194
278.00000000,55.74208778,37.70043279
279.00000000,55.74214553,37.70077538
280.00000000,55.74210591,37.70108048
281.00000000,55.74211162,37.70129260
282.00000000,55.74212688,37.70158915
283.00000000,55.74212359,37.70199205
284.00000000,55.74216348,37.70231025
285.00000000,55.74215277,37.70266134
286.00000000,55.74218574,37.70300495
287.00000000,55.74218244,37.70328520
288.00000000,55.74219917,37.70350127
289.00000000,55.74219426,37.70383257
290.00000000,55.74220945,37.70423489
291.00000000,55.74223422,37.70459142
292.00000000,55.74222074,37.70498585
293.00000000,55.74220166,37.70531973
294.00000000,55.74222644,37.70561282
295.00000000,55.74222788,37.70588612
296.00000000,55.74219982,37.70613939
297.00000000,55.74223144,37.70646311
298.00000000,55.74221381,37.70674164
299.00000000,55.74221159,37.70712228
300.00000000,55.74221514,37.70746329
301.00000000,55.74222107,37.70772017
302.00000000,55.74221005,37.70801323
303.00000000,55.74222267,37.70828136
304.00000000,55.74222474,37.70854859
305.00000000,55.74219015,37.70883326
306.00000000,55.74224271,37.70919010
307.00000000,55.74221353,37.70954640
308.00000000,55.74225307,37.70985152
309.00000000,55.74226288,37.71014061
310.00000000,55.74221932,37.71038814
311.00000000,55.74225401,37.71074687
312.00000000,55.74229843,37.71109292
313.00000000,55.74235113,37.71142390
314.00000000,55.74236282,37.71166556
315.00000000,55.74244086,37.71198268
316.00000000,55.74243912,37.71223149
317.00000000,55.74245486,37.71257469
318.00000000,55.74252254,37.71290786
319.00000000,55.74258594,37.71328320
320.00000000,55.74264364,37.71355176
321.00000000,55.74267039,37.71387345
322.00000000,55.74272018,37.71419759
323.00000000,55.74277526,37.71455979
324.00000000,55.74279661,37.71486226
325.00000000,55.74285623,37.71520140
326.00000000,55.74289312,37.71553110
327.00000000,55.74298391,37.71587923
328.00000000,55.74303392,37.71613559
329.00000000,55.74305173,37.71641259
330.00000000,55.74313743,37.71676643
331.00000000,55.74318874,37.71710786
332.00000000,55.74321084,37.71746959
333.00000000,55.74326088,37.71773468
334.00000000,55.74333795,37.71803510
335.00000000,55.74335624,37.71829790
336.00000000,55.74342819,37.71865782
337.00000000,55.74351637,37.71894472
338.00000000,55.74356073,37.71922879
339.00000000,55.74359731,37.71950919
340.00000000,55.74367580,37.71986098
341.00000000,55.74369668,37.72014989
342.00000000,55.74378055,37.72051768
343.00000000,55.74381433,37.72075301
344.00000000,55.74385810,37.72111645
345.00000000,55.74388702,37.72147916
346.00000000,55.74391172,37.72172887
347.00000000,55.74396835,37.72208647
348.00000000,55.74396479,37.72230997
349.00000000,55.74396859,37.72263609
350.00000000,55.74401060,37.72292948
351.00000000,55.74406877,37.72328019
352.00000000,55.74409978,37.72363811
353.00000000,55.74419018,37.72393083
354.00000000,55.74422440,37.72425114
355.00000000,55.74425301,37.72455840
356.00000000,55.74430475,37.72481373
357.00000000,55.74432316,37.72510803
358.00000000,55.74438322,37.72538089
359.00000000,55.74442536,37.72572539
360.00000000,55.74445192,37.72594981
361.00000000,55.74446055,37.72625687
362.00000000,55.74452971,37.72661868
363.00000000,55.74453920,37.72689675
364.00000000,55.74461118,37.72719516
365.00000000,55.74467018,37.72751032
366.00000000,55.74468526,37.72785112
367.00000000,55.74468668,37.72822578
368.00000000,55.74467394,37.72854588
369.00000000,55.74469855,37.72887184
370.00000000,55.74469113,37.72911579
371.00000000,55.74472189,37.72940797
372.00000000,55.74478103,37.72980281
373.00000000,55.74479035,37.73010112
374.00000000,55.74483297,37.73045697
375.00000000,55.74488344,37.73085457
376.00000000,55.74492485,37.73124652
377.00000000,55.74492696,37.73147871
378.00000000,55.74497401,37.73174185
379.00000000,55.74500721,37.73204350
380.00000000,55.74507379,37.73234893
381.00000000,55.74509898,37.73266367
382.00000000,55.74516228,37.73293318
383.00000000,55.74519212,37.73334077
384.00000000,55.74525097,37.73367939
385.00000000,55.74534043,37.73398210
386.00000000,55.74538168,37.73426263
387.00000000,55.74548221,37.73465607
388.00000000,55.74557040,37.73493070
389.00000000,55.74567508,37.73516812
390.00000000,55.74577001,37.73549892
391.00000000,55.74585402,37.73581905
392.00000000,55.74599880,37.73619856
393.00000000,55.74601457,37.73643957
394.00000000,55.74615842,37.73670906
395.00000000,55.74622956,37.73703033
396.00000000,55.74629019,37.73722166
397.00000000,55.74639119,37.73748877
398.00000000,55.74647855,37.73776688
399.00000000,55.74659929,37.73807099
400.00000000,55.74671141,37.73832508
401.00000000,55.74679964,37.73858084
402.00000000,55.74681776,37.73880875
403.00000000,55.74693690,37.73909854
404.00000000,55.74703268,37.73938722
405.00000000,55.74708498,37.73960004
406.00000000,55.74720369,37.73989094
407.00000000,55.74726129,37.74012992
408.00000000,55.74733763,37.74041416
409.00000000,55.74740866,37.74075016
410.00000000,55.74750019,37.74105589
411.00000000,55.74756720,37.74129579
412.00000000,55.74765242,37.74160460
413.00000000,55.74773775,37.74198576
414.00000000,55.74785142,37.74230071
415.00000000,55.74790749,37.74251725
416.00000000,55.74800383,37.74272721
417.00000000,55.74803609,37.74296882
418.00000000,55.74816408,37.74330910
419.00000000,55.74824955,37.74350779
420.00000000,55.74835122,37.74382714
421.00000000,55.74845833,37.74408325
422.00000000,55.74857842,37.74437952
423.00000000,55.74866976,37.74458493
424.00000000,55.74880302,37.74487403
425.00000000,55.74888193,37.74509819
426.00000000,55.74892420,37.74529062
427.00000000,55.74903293,37.74553992
428.00000000,55.74916728,37.74580724
429.00000000,55.74928633,37.74604760
430.00000000,55.74932852,37.74628365
431.00000000,55.74943926,37.74659727
432.00000000,55.74952879,37.74685029
433.00000000,55.74957007,37.74718153
434.00000000,55.74970954,37.74748960
435.00000000,55.74978726,37.74767122
436.00000000,55.74983161,37.74793817
437.00000000,55.74995123,37.74823846
438.00000000,55.75001394,37.74850955
439.00000000,55.75008332,37.74876964
440.00000000,55.75019223,37.74901134
441.00000000,55.75025442,37.74933248
442.00000000,55.75034896,37.74961937
443.00000000,55.75041649,37.74992767
444.00000000,55.75052838,37.75025400
445.00000000,55.75060117,37.75051499
446.00000000,55.75068383,37.75085962
447.00000000,55.75079367,37.75118103
448.00000000,55.75086231,37.75152778
449.00000000,55.75099849,37.75177234
450.00000000,55.75100617,37.75203777
451.00000000,55.75108236,37.75238973
452.00000000,55.75114767,37.75258404
453.00000000,55.75125938,37.75297380
454.00000000,55.75132080,37.75321069
